"RunID","outcome_all_blocks_alive_OUD_counts_cycle52","outcome_all_blocks_alive_OUD_counts_cycle104","outcome_all_blocks_alive_OUD_counts_cycle156","outcome_all_blocks_male_alive_OUD_counts_cycle52","outcome_all_blocks_male_alive_OUD_counts_cycle104","outcome_all_blocks_male_alive_OUD_counts_cycle156","outcome_all_blocks_accumulated_fatal_od_cycle52","outcome_all_blocks_accumulated_fatal_od_cycle104","outcome_all_blocks_accumulated_fatal_od_cycle156","outcome_Detox_accumulated_admissions_cycle52","outcome_Detox_accumulated_admissions_cycle104","outcome_Detox_accumulated_admissions_cycle156","outcome_alive_OUD_counts_Male_10_25_cycle52","outcome_alive_OUD_counts_Male_10_25_cycle104","outcome_alive_OUD_counts_Male_10_25_cycle156","outcome_alive_OUD_counts_Female_10_25_cycle52","outcome_alive_OUD_counts_Female_10_25_cycle104","outcome_alive_OUD_counts_Female_10_25_cycle156","outcome_alive_OUD_counts_Male_25_45_cycle52","outcome_alive_OUD_counts_Male_25_45_cycle104","outcome_alive_OUD_counts_Male_25_45_cycle156","outcome_alive_OUD_counts_Female_25_45_cycle52","outcome_alive_OUD_counts_Female_25_45_cycle104","outcome_alive_OUD_counts_Female_25_45_cycle156","outcome_alive_OUD_counts_Male_45_100_cycle52","outcome_alive_OUD_counts_Male_45_100_cycle104","outcome_alive_OUD_counts_Male_45_100_cycle156","outcome_alive_OUD_counts_Female_45_100_cycle52","outcome_alive_OUD_counts_Female_45_100_cycle104","outcome_alive_OUD_counts_Female_45_100_cycle156","outcome_Total_OUD_Male_10_25_cycle52","outcome_Total_OUD_Male_10_25_cycle104","outcome_Total_OUD_Male_10_25_cycle156","outcome_Total_OUD_Female_10_25_cycle52","outcome_Total_OUD_Female_10_25_cycle104","outcome_Total_OUD_Female_10_25_cycle156","outcome_Total_OUD_Male_25_45_cycle52","outcome_Total_OUD_Male_25_45_cycle104","outcome_Total_OUD_Male_25_45_cycle156","outcome_Total_OUD_Female_25_45_cycle52","outcome_Total_OUD_Female_25_45_cycle104","outcome_Total_OUD_Female_25_45_cycle156","outcome_Total_OUD_Male_45_100_cycle52","outcome_Total_OUD_Male_45_100_cycle104","outcome_Total_OUD_Male_45_100_cycle156","outcome_Total_OUD_Female_45_100_cycle52","outcome_Total_OUD_Female_45_100_cycle104","outcome_Total_OUD_Female_45_100_cycle156","outcome_Total_BgMort_cycle52","outcome_Total_BgMort_cycle104","outcome_Total_BgMort_cycle156","outcome_Total_OUD_cycle52","outcome_Total_OUD_cycle104","outcome_Total_OUD_cycle156"
3834107,226929.2617,236168.3828,267054.5935,135432.9645,142831.4036,164156.7882,933.8342,1263.3994,1495.3001,35891.3211,39870.505,36363.441,18504.8555,24827.9929,25199.8528,9791.3716,12555.517,11819.2717,58587.3408,61741.473,70686.1554,36605.3117,37609.4974,40704.5693,58340.7683,56261.9377,68270.78,45099.6139,43171.9648,50373.9643,18615.2380668794,25002.2362654807,25353.3409884422,9849.50129122591,12645.1052902554,11900.5879535135,59115.2637489046,62445.5887371233,71450.6083415591,36865.0764427859,37888.3503591116,41054.1825865655,61223.6660237459,58876.5093640964,71381.6288717652,47619.3752577352,45294.428738607,52694.7609612662,5425.02479973276,4720.43655433905,5285.21612238272,233288.120831277,242152.218754674,273835.109703112
3840541,211585.2617,221289.4585,266315.8309,124360.2847,132092.1255,162928.0523,972.5924,1218.934,1520.7581,37474.4676,41692.0345,41161.9238,11548.8676,18087.6364,26440.9956,6828.6626,9683.2187,11810.6627,54690.2664,57940.8903,68203.6585,35382.8112,36415.1148,41215.0383,58121.1507,56063.5989,68283.3982,45013.5032,43098.9994,50362.0776,11640.1353716666,18209.7604894575,26569.9084798268,6883.81829143121,9754.21280240606,11882.4526962747,55238.6740642555,58645.6104837766,68975.0434874341,35655.3026366445,36698.1384830769,41578.0787595351,61009.6055109355,58670.3742485817,71404.7438406023,47535.5901999275,45213.220758652,52685.7683973228,5405.27193715118,4682.92477230503,5259.40662704566,217963.126074861,227191.317265951,273095.995660996
3841616,213604.201,214985.9974,267999.4303,125819.598,127607.8317,163829.8991,955.5442,1203.9849,1476.6527,35714.3321,38270.4084,36633.5784,12462.64,15442.8539,27442.6592,7218.9262,8511.7041,12153.9135,55209.4077,56368.1183,68212.3116,35544.1221,35873.903,41770.3991,58147.5503,55796.8595,68174.9282,45021.5547,42992.5586,50245.2186,12553.3114343635,15562.2673652932,27573.1146178494,7272.08363859698,8580.32268913371,12226.1065757554,55746.1948212811,57050.0157002691,68948.9221784117,35813.6854148371,36156.205946389,42130.0358724083,61037.630170267,58403.1299212795,71279.0657301161,47546.5593538323,45114.4926438244,52569.016533992,5409.71964359459,4676.45196274987,5250.17856053974,219969.464833178,220866.434266189,274726.261508533
3854880,210144.1151,217705.8089,268318.639,123313.2379,129509.0363,164088.4518,933.9871,1269.0567,1647.8136,43035.0479,43235.3869,41322.7931,10881.2515,16523.9975,27402.3671,6547.0256,9008.4604,12099.2038,54328.6427,57029.1811,68430.5741,35275.0535,36128.8678,41793.4939,58103.3436,55955.8577,68255.5106,45008.7981,43059.4443,50337.4895,10967.0032837308,16648.4954606704,27546.194154994,6597.61506150863,9080.07379141884,12178.2985648656,54864.5639545198,57753.3236833614,69251.6965390395,35538.5533817566,36413.9119276495,42170.0287968719,60988.9475594344,58578.8813647541,71412.6409505376,47527.5045418636,45181.7208390065,52671.4741578777,5406.08571914115,4681.5415571889,5263.88051894648,216484.187782814,223656.407066861,275230.333164186
3866094,218212.0595,220179.5559,268592.0168,129146.7889,131347.9372,164469.3509,982.7074,1179.0253,1423.3283,42441.7094,44170.2848,35995.4583,14562.6608,17772.3282,27107.0819,8112.5338,9507.9345,12180.836,56375.7093,57691.5778,69166.847,35908.0101,36293.3753,41669.9689,58208.4188,55884.0311,68195.422,45044.7266,43030.3089,50271.861,14662.474097168,17903.0993116802,27238.8126243369,8168.86006665671,9579.69759609374,12252.0697028398,56918.415211879,58359.3147048944,69886.7687328725,36179.5023147949,36567.6470152132,42013.5588679772,61102.3587490784,58483.8540393724,71290.9634350663,47571.8946223794,45144.8849396634,52588.7595190315,5408.73822550758,4679.9164927972,5255.58776902892,224603.505061956,226038.497606917,275270.932882124
3869613,224853.8762,234287.2737,266580.3294,133926.6105,141451.8929,163719.6002,909.3678,1211.009,1481.5228,38412.5369,44161.1739,35391.2314,17546.3129,23935.8184,25214.0713,9381.2972,12173.0441,11760.3424,58050.8619,61231.421,70180.9527,36439.1603,37454.1056,40670.956,58329.4357,56284.6536,68324.5763,45106.8083,43208.2311,50429.4308,17652.4679349483,24091.9837660836,25355.3491122041,9440.14945676491,12256.2404688177,11836.7670369574,58580.1799488781,61937.7852130434,70953.2921245826,36698.0920235579,37731.7347841427,41023.3847265904,61194.1193353694,58869.1582981898,71409.6899499447,47607.8104797961,45303.0710991557,52732.3727465266,5409.57508221182,4691.69083190942,5249.00337544485,231172.819179315,240189.973629433,273310.855696806
3876917,208270.6093,218282.9496,266146.4522,121968.7875,129925.5917,162671.9081,946.5593,1176.7825,1530.6335,41470.7619,40885.6004,42026.1815,10037.6259,16695.2535,26667.1261,6187.7278,9095.1795,11794.3742,53859.5229,57206.1483,67701.8477,35123.2394,36183.5147,41317.6923,58071.6387,56024.19,68302.9343,44990.8546,43078.6637,50362.4777,10118.519104872,16809.2797471665,26802.0223904806,6236.85551473909,9161.92567055373,11869.2140676844,54392.9972343179,57880.6385843857,68466.1984498018,35391.3908315361,36460.4388242091,41684.7579105422,60962.9082826911,58629.9945937611,71423.5789335134,47517.3125032164,45193.8932342072,52683.5972100435,5402.81489639663,4676.43844705628,5252.28315992855,214619.983471373,224136.170654283,272929.368962066
3881861,225357.1804,232267.3168,270400.5224,134291.0811,140012.1468,166203.9548,905.1933,1184.2996,1557.0051,41898.2058,38050.6553,41449.8287,17775.5772,23078.9101,26552.0874,9480.7495,11797.057,12248.8507,58183.3034,60732.2645,71274.4142,36481.5814,37287.6436,41529.3341,58332.2005,56200.9722,68377.4532,45103.7683,43170.4693,50418.3828,17881.4336901647,23234.1380137484,26703.4704361094,9537.5014971799,11878.2199808402,12329.782173387,58707.4334207223,61424.6835737326,72077.8590873989,36737.8041885199,37559.4841343558,41893.6506085814,61201.1460733057,58782.2857071049,71479.9928175015,47610.5607145135,45267.4356092872,52730.5217162498,5413.505951129,4694.63071034151,5257.74934089833,231675.879584406,238146.247019069,277215.276839228
3889747,208764.4242,216793.2074,269313.0335,122318.3134,128854.0857,164724.3162,942.8157,1325.6409,1588.5316,42463.1525,44070.3703,34900.7389,10251.7463,16105.119,27774.2384,6277.3376,8828.3556,12199.8732,53976.2071,56785.6851,68601.5802,35161.9691,36044.9741,42009.6371,58090.36,55963.2816,68348.4975,45006.8041,43065.792,50379.207,10337.4364890105,16230.1732391827,27912.0608722195,6329.93517130591,8903.13999317838,12276.9579436758,54514.6662660692,57526.2920356991,69388.7226720023,35429.360181665,36342.5299051438,42383.0752746157,60969.6267204583,58583.3103765425,71465.9270725467,47519.9421482076,45186.0588799203,52692.913655856,5393.72705313136,4652.65616942257,5218.09249278745,215100.966976717,222771.504429667,276119.657490916
3902321,224415.076,228326.6007,267012.6912,133620.2833,137206.7645,163776.4903,963.8789,1306.0391,1436.0448,36048.8367,44031.0304,35015.1885,17378.1361,21458.8458,25902.6202,9311.2032,11089.2348,11946.3052,57944.9226,59726.4538,69720.8102,36403.4652,36953.5297,41007.6404,58297.2246,56021.465,68153.0599,45080.1244,43077.0717,50282.2553,17487.5049617259,21621.9073041214,26042.8500377921,9370.01044222331,11175.1222329368,12020.6163828313,58488.4976499396,60464.9412792956,70482.1053101563,36669.4804790371,37241.483222413,41352.18715631,61189.0567213918,58647.1445107925,71252.6518720982,47605.8288975454,45207.3679314612,52601.6128076321,5431.42416743701,4725.32658755321,5303.28761067918,230810.379151863,234357.96648102,273752.02356682
3902516,214422.3114,222380.8844,266759.0107,126411.1748,132900.7978,163309.4153,971.8402,1202.3384,1406.3582,36559.7835,41866.6224,34841.9322,12839.678,18621.7285,26410.8873,7379.4853,9904.175,11871.6744,55415.961,58247.2629,68627.7857,35607.8325,36494.9799,41242.3266,58155.5358,56031.8064,68270.7423,45023.8188,43080.9318,50335.5944,12932.6950015474,18750.109005932,26540.4176116452,7433.39048884558,9975.42297154419,11940.826961638,55957.0468567791,58925.6687232113,69341.7978908446,35879.4863930164,36774.9660703155,41586.0552828392,61049.2731703305,58642.87983514,71365.4069638846,47551.1163952275,45201.0348633024,52651.8085515448,5408.85667795172,4686.85854401748,5260.94431829047,220803.008305746,228270.081469445,273426.313262396
3906097,210446.7426,217704.8863,268099.6113,123537.9008,129520.435,163955.9631,981.1362,1295.0412,1573.5234,41723.5326,38378.3701,37395.2748,11034.491,16547.9252,27312.2739,6610.2931,9012.8819,12070.3063,54403.3867,57032.1496,68383.3241,35294.282,36121.7018,41734.835,58100.0231,55940.3602,68260.3652,45004.2667,43049.8676,50338.5069,11124.7163582447,16679.254103668,27457.7230697378,6664.6716609996,9089.54606036794,12151.3073245141,54952.2169733578,57755.3366199325,69166.007381941,35565.9074801407,36408.9540780446,42097.0950944549,60993.7876216973,58565.4614867329,71389.9814574542,47529.398996922,45173.5170075067,52657.2964985543,5402.82026224447,4672.14183674042,5246.27606555253,216830.699091362,223672.069356253,274919.410826656
3915322,222634.4954,224951.5819,266173.2829,132333.3379,134778.3192,163062.7664,948.1601,1192.5756,1510.2941,41566.1067,43837.737,38767.6939,16555.4608,19905.1859,25922.8286,8960.547,10417.8547,11876.9097,57493.4733,58884.0352,68974.5328,36260.373,36673.5874,40943.3779,58284.4038,55989.0981,68165.405,45080.2375,43081.8205,50290.2289,16659.9732501477,20049.7421148097,26063.9234235715,9018.15940628415,10495.2804888277,11953.5061555481,58028.5758923632,59568.4330719727,69743.1603560647,36525.951891849,36950.3892595542,41306.6992890367,61163.6604183954,58572.5244569881,71248.6646038768,47595.8885149926,45185.0086454882,52598.5101987467,5409.55385660487,4677.2206035473,5230.88706410163,228992.209374032,230821.378037641,272914.464026844
3917222,216717.1884,223865.5765,270316.8402,128057.5614,133956.1294,165742.7884,942.1866,1266.7646,1625.6783,38718.7238,44197.4448,37688.2926,13863.5791,19308.7715,27384.6765,7814.9965,10190.1588,12290.9063,55989.3621,58583.1805,69997.3904,35791.9524,36607.7875,41889.6624,58204.6203,56064.1773,68360.7214,45052.6781,43111.5008,50393.4832,13960.9807512264,19451.3537197624,27535.3333342241,7870.59831264278,10269.2193240217,12373.99543949,56528.5426859368,59307.4713170134,70820.7635697216,36057.8340217533,36895.3709453802,42271.1602947184,61080.8304334857,58665.3597782941,71482.4672645543,47563.4681860333,45220.219729181,52711.4007053103,5402.87930820406,4676.65382619355,5252.60213567462,223062.254391078,229808.994813653,277195.120608019
3919710,226952.7776,233713.3797,266070.2384,135445.1788,141065.6441,163381.4149,909.9633,1227.5942,1508.3553,40414.0901,44055.0335,38401.6316,18507.6454,23771.765,25118.0124,9791.0808,12089.7498,11761.7861,58588.1106,61101.862,70071.0996,36607.2907,37400.2907,40590.1667,58349.4228,56192.017,68192.3029,45109.2273,43157.6951,50336.8707,18615.9840145651,23932.6390803419,25261.8339868554,9849.81854981749,12173.8081580312,11838.4206091697,59115.6783882694,61809.5579691742,70851.477633896,36865.2058349213,37678.5648362376,40946.0366383491,61223.6888907633,58796.7400982591,71308.4952868293,47619.3841453348,45271.8882076387,52663.1400262711,5427.01890024237,4722.22459946091,5290.81050631783,233289.759823671,239663.198349683,272869.404181371
3926070,219042.4464,221070.961,268672.7815,129742.6604,131983.2496,164549.684,980.131,1296.7335,1635.3816,35949.9089,45123.0913,40082.5552,14938.522,18216.7382,27128.9523,8271.3962,9694.4051,12212.9118,56578.9358,57873.3495,69275.8776,35974.4355,36359.0333,41650.5355,58225.2026,55893.1619,68144.8541,45053.9544,43034.273,50259.6503,15041.5641795208,18357.1328769143,27268.9722018144,8330.04219061411,9772.89425779521,12290.6047222061,57129.1042066892,58608.9611780532,70092.5335107777,36245.2524161401,36649.509052911,42029.79378042,61113.9926483642,58507.0840521543,71283.2895951672,47576.4482240304,45156.4567530453,52591.8227201046,5413.82632174322,4684.34369592787,5248.85332495423,225436.403865359,227052.038170873,275557.01653049
3926615,218639.1609,224214.8374,266907.4123,129451.3317,134227.9218,163491.9746,966.4953,1205.7768,1489.8915,42214.8906,39379.0478,35155.4795,14748.1607,19495.2369,26252.5387,8193.2779,10264.8752,11913.6268,56485.3411,58712.1639,69019.4546,35945.0483,36637.7456,41180.7469,58217.83,56020.5209,68219.9814,45049.503,43084.2948,50321.0639,14847.5583518365,19638.5826910294,26396.9961632044,8247.55442042541,10341.2144751849,11990.8963164787,57021.2804966048,59389.3513082521,69769.8377854367,36211.6035682665,36910.7606067516,41529.7034098554,61108.0388700058,58621.069227803,71320.7655674148,47574.1178132023,45196.1354491421,52632.9610624042,5404.49726262483,4676.49964000414,5243.85655351777,225010.153520341,230097.113758163,273641.160304794
3936841,216496.3005,220331.9558,268927.1213,127893.1593,131424.2885,164659.9937,865.5626,1187.9868,1458.5976,41599.4171,41442.0082,38239.4736,13738.9009,17751.1474,27200.7323,7763.2562,9509.9164,12179.138,55943.7834,57715.0662,69167.2618,35783.1262,36325.5802,41743.942,58210.4751,55958.0749,68291.9996,45056.7587,43072.1708,50344.0476,13828.1792621018,17878.7331597383,27331.4655380978,7814.13356905156,9581.52408818931,12250.9498273083,56454.7347371687,58402.0815947484,69912.4547290139,36034.8006575488,36600.6195057515,42092.3901842134,61076.7548988091,58551.8245188528,71384.1657984922,47561.8730542584,45180.8857648723,52654.2357824552,5408.61304701801,4675.72592119498,5239.9430041423,222770.476178938,226195.668632153,275625.661859581
3938889,212780.7776,219835.1985,270638.7189,125214.4662,131048.8701,165764.2075,901.5652,1215.7088,1435.0319,38258.5987,45023.803,37463.7234,12064.4817,17464.2495,27814.9967,7049.5613,9404.0305,12330.888,54999.7244,57584.2852,69540.9947,35485.7072,36298.8433,42140.3542,58150.2601,56000.3354,68408.2162,45031.0429,43083.4546,50403.2692,12152.6309658592,17591.8536095061,27949.0114923915,7101.72187348073,9477.25444693837,12404.0036656065,55523.5064397892,58281.9654861486,70282.7515509053,35744.1906589532,36577.1980125677,42485.6552453441,61025.3335836665,58606.0187447631,71500.3704332332,47541.7462816441,45196.7733883624,52710.3879536421,5406.78695389398,4680.1564226542,5258.42948386199,219089.129803393,225731.063688286,277332.180341123
3949488,225260.8407,226440.0456,267762.4133,134227.4915,135855.6768,164196.2383,982.6568,1382.155,1690.0392,39740.2383,45014.2615,38089.0234,17761.0809,20689.1948,26341.255,9472.1915,10741.3583,12098.662,58149.6647,59214.6151,69781.6499,36467.0174,36779.1035,41222.7678,58316.7459,55951.8669,68073.3334,45094.1403,43063.907,50244.7452,17874.994139502,20857.5256716408,26496.1370261883,9534.76343529766,10832.1900685403,12184.6143559585,58703.8545614157,59988.382791,70628.7966333716,36736.6873223986,37078.4726987329,41607.2639245972,61200.9484871695,58572.063046869,71212.1486077331,47610.4834026378,45186.9828970363,52577.15235745,5418.23382448206,4693.41657067876,5253.66036951412,231661.731348421,232515.617173819,274706.112905299
3951326,221556.7833,222742.411,269265.6769,131545.0105,133171.6805,165007.0894,888.404,1198.1611,1528.8397,39814.7511,40789.362,36256.0705,16041.5967,18913.9771,27061.3886,8742.8057,9989.8735,12254.9571,57218.9157,58302.0943,69688.6262,36181.0224,36498.7563,41669.3912,58284.4981,55955.6091,68257.0746,45087.9448,43082.1007,50334.2391,16140.3602732734,19052.4342357955,27197.1015039513,8797.22965487472,10065.2044535716,12329.1856156511,57739.7879109686,59006.7988479245,70487.9404193592,36435.8295231008,36775.5728047127,42034.3560801701,61147.7138817889,58532.7563207842,71342.3686992473,47589.6470020431,45178.2204941578,52637.6010192728,5405.38079724584,4670.41502414455,5234.03688544938,227850.56824605,228610.987156946,276028.553337652
3952180,219913.9503,229883.0947,266955.9253,130366.4726,138284.8428,163764.5977,926.2773,1301.1248,1562.7901,41317.2956,41436.4537,35459.2433,15314.7404,21975.9498,25815.9771,8433.7313,11343.388,11837.9674,56806.5597,60121.2852,69673.8151,36049.5154,37107.8545,40977.5854,58245.1725,56187.6078,68274.8055,45064.2309,43147.0094,50375.7747,15413.9137600996,22132.8199553701,25962.6300994644,8488.35815899761,11428.3200080653,11917.8020534651,57336.0469081702,60855.2436293688,70473.3406669031,36309.8332356819,37395.8824637896,41341.1934027532,61125.4198056575,58807.3564925708,71403.7715465185,47580.9208475245,45268.6614381781,52701.4677827099,5414.26519183045,4704.06447242536,5281.49023424618,226254.492716131,235888.283987343,273800.205551814
3956029,222978.4677,229447.7657,266778.2339,132583.5685,137999.1008,163662.0301,957.9865,1194.8223,1495.4549,39322.3844,42290.8584,42034.164,16725.5962,21872.5487,25758.8223,9031.296,11277.3259,11874.3629,57579.6458,60024.9732,69725.8725,36288.8015,37059.2682,40935.9668,58278.3265,56101.5788,68177.3353,45074.8017,43112.0708,50305.874,16832.4263953235,22018.4850642257,25897.9539585908,9091.48324094142,11356.0012568123,11950.3296007715,58124.4211972973,60722.647221603,70499.6081713011,36555.8625671425,37333.9889644977,41289.9489400507,61168.9529049426,58714.7509430119,71312.6001857066,47597.9600422618,45233.5015946301,52645.086958999,5434.65209873196,4736.7871462488,5321.83907961121,229371.106347909,235379.375044781,273595.52781542
3965764,228402.6785,234629.4763,269400.1286,136492.5857,141719.8695,165644.2548,978.0935,1266.495,1482.803,38540.5336,40479.2382,36925.1962,19179.9472,24201.5373,25996.8783,10077.3279,12269.8684,12129.5958,58945.5467,61307.9371,71302.1534,36716.2368,37462.0665,41203.6102,58367.0919,56210.3952,68345.2231,45116.528,43177.6719,50422.6677,19297.0003199755,24373.5247467282,26147.7250285784,10139.3739133972,12358.4143657353,12209.5536386361,59494.1704686102,62029.5755207531,72078.3361783284,36983.3225370395,37741.8131853357,41551.3154484451,61244.5887554944,58795.3276200947,71407.467534981,47627.564547849,45272.2501577102,52707.4317486805,5405.24852793931,4674.9342131391,5218.89811359373,234786.020542366,240570.905596357,276101.829577649
3966493,220945.9623,228318.2131,267001.2453,131113.6201,137171.1347,163735.4472,961.455,1245.2004,1482.3521,35873.7393,37381.9237,37983.9753,15794.5724,21323.9489,25914.1953,8636.5645,11050.3841,11879.3386,57062.4988,59725.0183,69556.7519,36126.5637,36966.7053,41018.3106,58256.5488,56122.1676,68264.5001,45069.214,43129.989,50368.1489,15897.9400686354,21473.6564896718,26055.1638361241,8694.15720991056,11130.8916129221,11955.2806092823,57605.0566906028,60434.8290866682,70320.5171323785,36393.7837555091,37248.0131741446,41370.1479064212,61140.2741642324,58724.8173561027,71358.4514202024,47586.7350575366,45239.4933770562,52673.8442582051,5410.52978779226,4688.28749085252,5249.80767238996,227317.946946427,234251.701096566,273733.405162614
3969053,217366.2622,226588.7576,270253.8297,128533.4693,135924.5201,165841.5011,966.002,1302.1143,1546.6971,35766.7966,45253.6892,38297.3295,14170.5206,20509.2947,27111.1238,7946.7952,10715.2904,12237.7378,56160.4246,59294.2673,70340.3551,35842.4233,36832.9422,41773.4264,58202.5241,56120.9581,68390.0223,45043.5745,43116.0049,50401.1643,14267.2201103801,20658.6011312409,27258.3108442271,8000.80555680123,10796.4440533446,12316.4872123376,56698.7427796888,60013.1498727856,71117.254161223,36110.9487593751,37123.6254195002,42139.0636157239,61090.2287232646,58737.4983922912,71498.8427060035,47567.1468449046,45238.1104194981,52714.3509911182,5402.82848749406,4676.5573895155,5243.78269317105,223735.092774414,232567.429288661,277044.309530633
3971130,222766.2415,226592.6684,270473.0783,132429.4133,135954.4992,166019.0239,981.3296,1286.4393,1603.7348,36842.1391,38204.0508,41454.5349,16625.7711,20647.2688,27123.6853,8990.8022,10743.1972,12349.1422,57523.9702,59288.7716,70635.0761,36269.0329,36807.4559,41778.0478,58279.672,56018.4588,68260.2624,45076.9931,43087.5161,50326.8644,16733.5434294849,20801.9909634548,27274.7787977446,9049.43998163843,10825.0519674312,12429.9562792217,58069.4643377394,60003.8760470898,71425.0248170629,36538.7120806275,37093.7116335807,42148.7813176638,61165.9181715492,58624.0217721867,71376.7484881405,47596.7723345144,45202.2112211666,52645.6585314553,5406.27920274405,4671.75586094077,5224.13518494199,229153.850335554,232550.86360491,277300.948231289
3980696,210844.4186,219212.5884,266734.6083,123828.3563,130604.9263,163117.0133,982.3186,1170.007,1512.6935,39060.7242,37501.1859,39713.8285,11219.4218,17167.7907,26731.4492,6690.987,9288.36,11880.0682,54508.0971,57439.6327,68109.214,35325.2818,36251.2411,41391.919,58100.8374,55997.5029,68276.3501,44999.7936,43068.061,50345.6078,11306.9111915454,17287.5534243954,26870.1202634961,6742.13758820313,9356.18884531662,11956.5379856272,55053.4763648829,58111.4500314934,68869.6613678618,35597.5076612158,36523.5566105198,41750.6823003067,60999.3790892023,58601.1848872023,71393.4437270933,47531.5875592277,45181.7380232708,52663.6430093714,5404.26212318638,4679.07637348443,5256.78687707087,217230.999454277,225061.671822198,273504.088653756
3980779,217464.685,222555.6977,266752.2607,128599.8712,133027.6761,163305.2162,937.5506,1169.9932,1473.044,41501.8052,43912.6439,36469.4291,14202.3163,18731.7879,26340.7754,7960.2349,9935.1327,11902.8619,56186.8941,58287.4719,68722.9887,35853.6859,36504.6271,41208.3127,58210.6607,56008.4163,68241.452,45050.893,43088.2618,50335.8699,14298.4026080702,18866.1295407524,26478.9751764218,8014.06368285673,10008.6419116584,11978.1319713149,56716.0732098841,58956.3404812271,69464.4097878987,36116.3570494977,36774.6497390309,41556.0656026794,61091.1856503967,58595.2152267486,71330.544849534,47567.5213122342,45190.7309686954,52641.4118957119,5401.36802853635,4666.01698482741,5224.2347189181,223803.60351294,228391.707868113,273449.539283561
3983165,219417.1635,229278.3408,269842.4894,130011.6427,137853.6535,165683.4904,951.3512,1222.0313,1485.0083,39621.1999,41705.0808,39585.7121,15097.724,21683.9416,26710.7682,8340.8553,11219.0903,12157.4507,56680.0994,59984.9392,70562.3747,36007.0901,37060.1101,41577.9422,58233.8192,56184.7727,68410.3476,45057.5754,43145.487,50423.6061,15198.7073908371,21834.1128149973,26857.8482543935,8396.85646366138,11299.564436833,12236.3881718468,57216.4404293055,60680.2740761846,71329.1029288701,36272.5075756972,37337.3257358084,41931.3083222107,61118.8153317788,58789.2675036686,71512.0745505519,47578.3358535719,45259.5565996592,52736.5789121251,5413.14841436305,4699.72896314393,5275.8032915538,225781.663044852,235200.101167151,276603.301139998
3984073,217530.5335,220046.1586,269084.4056,128651.1297,131245.3948,164788.6727,937.3259,1167.5014,1432.4241,38761.736,41171.5967,40963.0575,14241.8089,17691.9259,27278.1487,7976.7394,9478.4118,12229.7965,56205.6482,57659.529,69283.8226,35858.5525,36291.8375,41783.8389,58203.6726,55893.9399,68226.7013,45044.1118,43030.5145,50282.0976,14336.0283939969,17817.537308884,27408.5464732924,8030.06150617619,9547.24562560511,12300.0671566933,56736.9847613585,58328.9725096171,70010.9079488717,36122.8829533856,36564.6520854175,42130.9903952062,61092.3403163922,58498.5088624935,71329.2878873585,47567.9733357604,45151.3249963778,52605.3107943279,5418.4119774133,4694.58136294239,5268.28096694183,223886.27126707,225908.241388395,275785.11065575
3984345,225479.3125,230351.5714,267955.2458,134383.8907,138651.5853,164488.0804,960.458,1288.2223,1599.7812,41739.3133,40094.6619,40431.9762,17847.0199,22303.8178,25996.1283,9510.9517,11454.2578,12020.3698,58211.6497,60237.7529,70261.8588,36487.207,37117.6545,41102.9102,58325.2211,56110.0146,68230.0933,45097.2632,43128.0738,50343.8854,17958.5993711478,22471.4784640895,26152.5047869748,9570.31085418475,11542.0738211248,12104.6874640057,58750.3202475577,60957.7265751029,71065.6893474866,36751.1879925202,37400.3994183139,41469.0278016381,61203.5142983067,58706.5303246342,71332.8249409956,47611.4876885921,45235.9210909409,52653.1384658487,5405.64985917467,4674.33599968809,5222.84584210863,231845.420452309,236314.129694206,274777.872806949
3985191,228550.608,234958.5608,266480.1726,136599.2968,141969.1519,163729.3498,907.5376,1183.3307,1417.1751,41764.9489,40225.9265,38732.1331,19230.3592,24317.5035,25062.6211,10100.0827,12322.4518,11785.687,58997.0048,61439.1999,70427.744,36734.4126,37500.9464,40610.9611,58371.9328,56212.4485,68238.9847,45116.8159,43166.0106,50354.1747,19339.323568388,24480.7707290286,25207.7287890883,10157.3689818492,12406.1313093513,11863.1215096052,59517.6926652284,62114.7824756348,71159.8069508926,36990.6631694594,37771.2120254074,40949.7163149446,61245.8876325301,58804.8548936358,71323.5370377616,47628.0729561006,45274.2421371815,52666.5359259959,5420.86341798063,4710.10215207198,5273.09878594287,234879.008973556,240851.993570239,273170.446528288
3985487,214960.3563,225017.6188,267081.4647,126795.3358,134773.658,163607.3843,966.7597,1181.5005,1412.8052,42857.1089,44505.0866,35710.8877,13081.1237,19746.6836,26269.6338,7483.2188,10396.4988,11856.8542,55550.0892,58906.2155,69004.2264,35654.1633,36727.3508,41220.7807,58164.123,56120.7588,68333.5241,45027.6383,43120.1112,50396.4454,13175.7988391613,19880.6665061549,26404.9160967136,7536.75352169509,10469.6659922419,11929.5092836241,56092.1579574003,59587.76566149,69738.1625577705,35921.6506815889,36996.8699220427,41555.3782197156,61056.7338163339,58724.7788304198,71429.4237263588,47554.0365605284,45231.5131079023,52703.8827293272,5410.01533983727,4692.14080754495,5267.00284920939,221337.131376708,230891.260020252,273761.27261351
